a_mean,a_median,a_pct10,a_pct25,a_pct75,a_pct90,annual,area,area_title,area_type,emp_prse,group,h_mean,h_median,h_pct10,h_pct25,h_pct75,h_pct90,hourly,jobs_1000,loc_quotient,mean_prse,naics,naics_title,occ_code,occ_title,own_code,pct_tot,pct_total,tot_emp,year
22270,19460,16230,17430,25040,33050,,56,Wyoming,2,2.2,major,10.71,9.35,7.8,8.38,12.04,15.89,,88.37,0.97,1.2,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,25080,2015
27580,24800,17560,20500,32700,41040,,56,Wyoming,2,2.9,major,13.26,11.93,8.44,9.86,15.72,19.73,,40.116,1.26,1.3,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,11390,2015
25640,22780,16790,18840,29270,40250,,56,Wyoming,2,3.6,major,12.33,10.95,8.07,9.06,14.07,19.35,,26.576,0.85,1.5,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,7540,2015
35940,26020,17260,19990,39590,62910,,56,Wyoming,2,1.7,major,17.28,12.51,8.3,9.61,19.03,30.25,,87.206,0.83,1.4,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,24750,2015
33990,32170,20040,25020,40320,50980,,56,Wyoming,2,1.3,major,16.34,15.47,9.64,12.03,19.38,24.51,,128.934,0.81,0.4,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,36600,2015
30390,28820,19730,25210,33570,43540,,56,Wyoming,2,11.7,major,14.61,13.86,9.49,12.12,16.14,20.93,,1.622,0.49,3.0,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,460,2015
49660,46530,29430,36100,60670,75330,,56,Wyoming,2,1.6,major,23.87,22.37,14.15,17.36,29.17,36.21,,111.748,2.81,1.1,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,31720,2015
52560,49430,27280,36130,67960,82810,,56,Wyoming,2,2.2,major,25.27,23.77,13.12,17.37,32.67,39.81,,65.982,1.69,1.1,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,18730,2015
51850,48450,24010,33110,69240,84550,,56,Wyoming,2,2.6,major,24.93,23.3,11.54,15.92,33.29,40.65,,46.44,0.71,1.5,0,Cross-industry,51-0000,Production Occupations,1235.0,,,13180,2015
43020,40010,20260,29490,54280,70520,,56,Wyoming,2,2,major,20.68,19.24,9.74,14.18,26.1,33.91,,89.231,1.29,1.2,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,25330,2015
110210,95870,52470,70040,131410,187720,,1,Alabama,2,1.0,major,52.98,46.09,25.22,33.67,63.18,90.25,,36.639,0.73,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,70090,2016
108770,96770,51310,70980,129690,177890,,2,Alaska,2,1.6,major,52.29,46.52,24.67,34.12,62.35,85.53,,54.06,1.07,1.0,0,Cross-industry,11-0000,Management Occupations,1235.0,,,17490,2016
100940,85300,41810,59490,123240,178440,,4,Arizona,2,1.3,major,48.53,41.01,20.1,28.6,59.25,85.79,,56.107,1.11,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,148850,2016
87780,73230,30300,47510,108600,162700,,5,Arkansas,2,1.2,major,42.2,35.21,14.57,22.84,52.21,78.22,,50.074,0.99,4.0,0,Cross-industry,11-0000,Management Occupations,1235.0,,,59650,2016
130200,112900,49930,73540,164410,#,,6,California,2,0.6,major,62.6,54.28,24.0,35.36,79.04,#,,57.609,1.14,0.5,0,Cross-industry,11-0000,Management Occupations,1235.0,,,919820,2016
126970,111100,52830,75310,158170,#,,8,Colorado,2,1.3,major,61.04,53.41,25.4,36.21,76.05,#,,43.714,0.87,0.8,0,Cross-industry,11-0000,Management Occupations,1235.0,,,109620,2016
133730,116840,58430,83590,161930,#,,9,Connecticut,2,1.5,major,64.3,56.17,28.09,40.19,77.85,#,,70.057,1.39,0.9,0,Cross-industry,11-0000,Management Occupations,1235.0,,,116730,2016
138710,123090,65180,89920,166290,#,,10,Delaware,2,2.3,major,66.69,59.18,31.34,43.23,79.95,#,,40.509,0.8,1.9,0,Cross-industry,11-0000,Management Occupations,1235.0,,,17850,2016
141240,132370,69880,106250,160290,#,,11,District of Columbia,2,1.1,major,67.91,63.64,33.6,51.08,77.06,#,,122.156,2.42,2.1,0,Cross-industry,11-0000,Management Occupations,1235.0,,,85800,2016
118650,101220,50860,70200,144990,#,,12,Florida,2,1.0,major,57.04,48.66,24.45,33.75,69.7,#,,33.595,0.67,0.4,0,Cross-industry,11-0000,Management Occupations,1235.0,,,276220,2016
114210,98170,43130,65080,143310,205530,,13,Georgia,2,1.0,major,54.91,47.2,20.74,31.29,68.9,98.81,,56.968,1.13,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,240090,2016
98160,84470,42730,58960,120050,164880,,15,Hawaii,2,2.0,major,47.19,40.61,20.54,28.35,57.72,79.27,,57.606,1.14,1.2,0,Cross-industry,11-0000,Management Occupations,1235.0,,,36410,2016
82580,69580,30090,47320,101590,148520,,16,Idaho,2,2.0,major,39.7,33.45,14.47,22.75,48.84,71.41,,56.081,1.11,1.9,0,Cross-industry,11-0000,Management Occupations,1235.0,,,37210,2016
111130,95430,41750,63530,137840,201320,,17,Illinois,2,1.0,major,53.43,45.88,20.07,30.54,66.27,96.79,,72.09,1.43,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,425610,2016
93210,79340,37760,54150,114020,162650,,18,Indiana,2,1.1,major,44.81,38.15,18.16,26.03,54.82,78.2,,47.745,0.95,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,142820,2016
93290,80340,37980,55830,114710,159030,,19,Iowa,2,1.2,major,44.85,38.62,18.26,26.84,55.15,76.46,,56.24100000000001,1.11,1.0,0,Cross-industry,11-0000,Management Occupations,1235.0,,,86320,2016
100230,86480,43530,61630,122210,171410,,20,Kansas,2,1.3,major,48.19,41.58,20.93,29.63,58.76,82.41,,47.76,0.95,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,65630,2016
93670,80140,40080,56000,113160,161010,,21,Kentucky,2,1.1,major,45.04,38.53,19.27,26.93,54.4,77.41,,45.054,0.89,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,84230,2016
95670,79100,42760,58090,113320,164710,,22,Louisiana,2,1.1,major,46.0,38.03,20.56,27.93,54.48,79.19,,42.507,0.84,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,81710,2016
92190,80520,42520,58810,109710,155140,,23,Maine,2,1.7,major,44.32,38.71,20.44,28.28,52.75,74.59,,57.239,1.13,0.9,0,Cross-industry,11-0000,Management Occupations,1235.0,,,34140,2016
125940,114710,57430,82220,153520,206690,,24,Maryland,2,1.1,major,60.55,55.15,27.61,39.53,73.81,99.37,,57.476000000000006,1.14,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,151790,2016
128750,110580,55370,76680,159800,#,,25,Massachusetts,2,0.8,major,61.9,53.17,26.62,36.87,76.83,#,,77.704,1.54,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,268850,2016
111230,97300,47330,68920,134270,192780,,26,Michigan,2,1.2,major,53.48,46.78,22.75,33.13,64.55,92.68,,46.527,0.92,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,195980,2016
114670,100290,52210,71730,138920,196240,,27,Minnesota,2,1.2,major,55.13,48.22,25.1,34.49,66.79,94.34,,59.909,1.19,1.3,0,Cross-industry,11-0000,Management Occupations,1235.0,,,168370,2016
81490,67390,32260,46430,98470,147240,,28,Mississippi,2,1.4,major,39.18,32.4,15.51,22.32,47.34,70.79,,49.174,0.97,0.8,0,Cross-industry,11-0000,Management Occupations,1235.0,,,54940,2016
106160,90940,38810,60710,131050,191610,,29,Missouri,2,1.3,major,51.04,43.72,18.66,29.19,63.01,92.12,,45.276,0.9,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,124860,2016
87000,76470,35240,52250,104560,147720,,30,Montana,2,2.0,major,41.83,36.76,16.94,25.12,50.27,71.02,,32.611999999999995,0.65,1.1,0,Cross-industry,11-0000,Management Occupations,1235.0,,,14830,2016
99940,87040,42290,61150,122170,168780,,31,Nebraska,2,3.4,major,48.05,41.85,20.33,29.4,58.73,81.14,,46.397,0.92,1.1,0,Cross-industry,11-0000,Management Occupations,1235.0,,,44910,2016
101580,87260,46300,62570,122400,171990,,32,Nevada,2,1.6,major,48.84,41.95,22.26,30.08,58.84,82.69,,46.942,0.93,1.0,0,Cross-industry,11-0000,Management Occupations,1235.0,,,59660,2016
116620,99930,52220,70790,144380,202050,,33,New Hampshire,2,1.7,major,56.07,48.05,25.11,34.03,69.42,97.14,,56.761,1.12,0.9,0,Cross-industry,11-0000,Management Occupations,1235.0,,,36610,2016
147010,129080,72270,96970,177240,#,,34,New Jersey,2,1.1,major,70.68,62.06,34.74,46.62,85.21,#,,51.886,1.03,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,205230,2016
93310,81330,38440,57100,113690,163590,,35,New Mexico,2,1.5,major,44.86,39.1,18.48,27.45,54.66,78.65,,48.457,0.96,1.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,39030,2016
149240,126490,61310,86100,192050,#,,36,New York,2,0.9,major,71.75,60.81,29.48,41.39,92.33,#,,51.853,1.03,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,471740,2016
121670,104460,56070,74830,149340,#,,37,North Carolina,2,0.9,major,58.5,50.22,26.96,35.98,71.8,#,,42.653,0.84,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,180470,2016
99360,87270,46790,64640,119990,162680,,38,North Dakota,2,2.0,major,47.77,41.96,22.49,31.08,57.69,78.21,,47.735,0.95,1.1,0,Cross-industry,11-0000,Management Occupations,1235.0,,,20300,2016
107060,92650,46440,65990,129330,186330,,39,Ohio,2,0.9,major,51.47,44.54,22.33,31.73,62.18,89.58,,44.893,0.89,0.4,0,Cross-industry,11-0000,Management Occupations,1235.0,,,239640,2016
94900,77810,40510,55760,114280,166580,,40,Oklahoma,2,1.2,major,45.63,37.41,19.48,26.81,54.94,80.09,,55.868,1.11,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,88660,2016
102990,89250,43750,61590,125110,176340,,41,Oregon,2,1.9,major,49.51,42.91,21.03,29.61,60.15,84.78,,61.96,1.23,1.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,110970,2016
121830,105780,51580,73140,151750,#,,42,Pennsylvania,2,1.1,major,58.57,50.86,24.8,35.16,72.96,#,,39.454,0.78,0.5,0,Cross-industry,11-0000,Management Occupations,1235.0,,,226740,2016
129870,115170,66010,85770,155440,#,,44,Rhode Island,2,2.1,major,62.44,55.37,31.74,41.23,74.73,#,,44.706,0.89,1.2,0,Cross-industry,11-0000,Management Occupations,1235.0,,,21240,2016
97100,83100,37910,57890,119990,168750,,45,South Carolina,2,1.0,major,46.68,39.95,18.23,27.83,57.69,81.13,,44.295,0.88,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,87700,2016
104970,91800,46220,65450,124130,176810,,46,South Dakota,2,1.5,major,50.47,44.14,22.22,31.47,59.68,85,,27.729,0.55,1.1,0,Cross-industry,11-0000,Management Occupations,1235.0,,,11580,2016
94440,77680,36320,53070,116460,170080,,47,Tennessee,2,0.9,major,45.4,37.35,17.46,25.52,55.99,81.77,,56.924,1.13,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,164680,2016
123960,104370,51650,73060,153830,#,,48,Texas,2,0.7,major,59.6,50.18,24.83,35.12,73.96,#,,38.827,0.77,0.5,0,Cross-industry,11-0000,Management Occupations,1235.0,,,456030,2016
93380,79430,32620,52480,118460,165780,,49,Utah,2,1.3,major,44.9,38.19,15.68,25.23,56.95,79.7,,60.455,1.2,0.8,0,Cross-industry,11-0000,Management Occupations,1235.0,,,83120,2016
102630,88670,46410,63250,122630,175590,,50,Vermont,2,2.7,major,49.34,42.63,22.31,30.41,58.96,84.42,,40.2,0.8,1.5,0,Cross-industry,11-0000,Management Occupations,1235.0,,,12250,2016
133050,119770,58160,83030,161620,#,,51,Virginia,2,1.0,major,63.97,57.58,27.96,39.92,77.7,#,,45.411,0.9,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,170770,2016
121740,108810,56810,77840,148890,202180,,53,Washington,2,2.1,major,58.53,52.31,27.31,37.42,71.58,97.2,,50.152,0.99,1.0,0,Cross-industry,11-0000,Management Occupations,1235.0,,,153820,2016
86360,73990,35140,51810,106050,150130,,54,West Virginia,2,1.6,major,41.52,35.57,16.89,24.91,50.98,72.18,,40.01300000000001,0.79,1.0,0,Cross-industry,11-0000,Management Occupations,1235.0,,,27910,2016
104180,92090,44360,64330,125530,175240,,55,Wisconsin,2,1.0,major,50.09,44.28,21.33,30.93,60.35,84.25,,46.486,0.92,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,130390,2016
99140,87130,43820,63030,118310,162530,,56,Wyoming,2,1.5,major,47.66,41.89,21.07,30.3,56.88,78.14,,41.39100000000001,0.82,1.2,0,Cross-industry,11-0000,Management Occupations,1235.0,,,11430,2016
69890,63200,35250,46770,83980,108170,,1,Alabama,2,1.2,major,33.6,30.39,16.95,22.48,40.38,52.01,,37.789,0.73,2.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,72290,2016
77580,72950,43740,56430,93980,118880,,2,Alaska,2,1.8,major,37.3,35.07,21.03,27.13,45.18,57.15,,43.338,0.84,1.2,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,14020,2016
66140,60180,34380,44920,79800,101520,,4,Arizona,2,2.2,major,31.8,28.93,16.53,21.6,38.36,48.81,,52.093,1.0,0.9,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,138200,2016
61740,55620,30180,40020,75800,101090,,5,Arkansas,2,1.5,major,29.68,26.74,14.51,19.24,36.44,48.6,,40.118,0.77,3.1,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,47790,2016
82910,73480,40420,54570,99530,133340,,6,California,2,0.7,major,39.86,35.33,19.43,26.23,47.85,64.11,,58.768,1.13,0.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,938330,2016
76810,69500,39270,52140,93030,121840,,8,Colorado,2,1.2,major,36.93,33.41,18.88,25.07,44.73,58.58,,67.495,1.3,0.7,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,169260,2016
81620,73040,43560,56030,95770,125300,,9,Connecticut,2,2.1,major,39.24,35.12,20.94,26.94,46.04,60.24,,55.492,1.07,1.0,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,92470,2016
76220,68460,42540,53970,91070,121240,,10,Delaware,2,3.1,major,36.64,32.91,20.45,25.95,43.79,58.29,,64.475,1.24,1.6,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,28420,2016
95700,91130,53420,68440,113290,148190,,11,District of Columbia,2,1.6,major,46.01,43.81,25.68,32.9,54.46,71.25,,145.953,2.81,1.1,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,102510,2016
68100,60300,34390,44910,80490,106210,,12,Florida,2,0.9,major,32.74,28.99,16.54,21.59,38.7,51.06,,53.66,1.03,0.5,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,441200,2016
71300,63140,33860,45930,86100,115120,,13,Georgia,2,1.2,major,34.28,30.36,16.28,22.08,41.39,55.35,,54.163,1.04,0.8,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,228270,2016
65610,61150,36380,46830,80020,99550,,15,Hawaii,2,2.0,major,31.54,29.4,17.49,22.51,38.47,47.86,,41.677,0.8,2.8,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,26340,2016
64390,56580,29600,40780,77190,101510,,16,Idaho,2,2.4,major,30.96,27.2,14.23,19.61,37.11,48.8,,38.261,0.74,1.7,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,25390,2016
73730,64880,34090,47500,88260,118360,,17,Illinois,2,1.4,major,35.45,31.19,16.39,22.84,42.43,56.9,,54.77,1.06,0.7,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,323350,2016
62880,56720,31570,41650,76710,100110,,18,Indiana,2,1.6,major,30.23,27.27,15.18,20.02,36.88,48.13,,39.532,0.76,0.6,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,118250,2016
63610,58230,34220,44060,76240,97720,,19,Iowa,2,1.5,major,30.58,27.99,16.45,21.18,36.66,46.98,,43.594,0.84,0.8,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,66910,2016
67140,60400,35430,45620,79230,102330,,20,Kansas,2,1.9,major,32.28,29.04,17.03,21.93,38.09,49.2,,48.21100000000001,0.93,0.9,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,66250,2016
60820,55250,32250,41380,73850,96400,,21,Kentucky,2,1.9,major,29.24,26.57,15.5,19.89,35.51,46.35,,36.567,0.71,0.9,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,68370,2016
60060,53920,30100,39420,73370,96880,,22,Louisiana,2,1.9,major,28.87,25.92,14.47,18.95,35.27,46.58,,35.761,0.69,0.9,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,68740,2016
62750,58340,36180,45340,75740,92880,,23,Maine,2,2.5,major,30.17,28.05,17.4,21.8,36.41,44.65,,40.011,0.77,1.1,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,23860,2016
80050,74320,40670,54630,98290,122730,,24,Maryland,2,1.5,major,38.49,35.73,19.55,26.27,47.26,59,,61.755,1.19,1.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,163090,2016
83500,74430,43650,56320,98810,131330,,25,Massachusetts,2,1.2,major,40.15,35.79,20.98,27.08,47.5,63.14,,57.38399999999999,1.11,0.7,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,198540,2016
69340,62690,35060,46730,83220,109250,,26,Michigan,2,1.6,major,33.34,30.14,16.86,22.47,40.01,52.52,,46.163,0.89,0.7,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,194440,2016
71420,64880,40330,50830,84030,110790,,27,Minnesota,2,2.5,major,34.34,31.19,19.39,24.44,40.4,53.26,,58.418,1.13,0.8,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,164180,2016
59150,53850,28350,38550,73060,94130,,28,Mississippi,2,1.9,major,28.44,25.89,13.63,18.53,35.13,45.26,,27.417,0.53,1.0,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,30630,2016
68330,62140,34770,45900,82940,104760,,29,Missouri,2,1.9,major,32.85,29.87,16.72,22.07,39.87,50.36,,48.803,0.94,0.8,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,134590,2016
61150,54700,32150,41360,73370,95780,,30,Montana,2,2.7,major,29.4,26.3,15.46,19.88,35.27,46.05,,41.984,0.81,1.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,19090,2016
65430,59130,34110,44640,78360,101080,,31,Nebraska,2,1.9,major,31.45,28.43,16.4,21.46,37.67,48.6,,50.125,0.97,1.3,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,48520,2016
64450,58700,34270,44960,76400,97780,,32,Nevada,2,2.3,major,30.99,28.22,16.48,21.62,36.73,47.01,,34.483000000000004,0.66,1.1,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,43830,2016
71670,64270,38870,49320,82720,109950,,33,New Hampshire,2,1.9,major,34.46,30.9,18.69,23.71,39.77,52.86,,44.102,0.85,1.1,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,28450,2016
82280,75180,45580,58270,97500,126060,,34,New Jersey,2,1.3,major,39.56,36.14,21.91,28.02,46.87,60.6,,57.28100000000001,1.1,0.5,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,226570,2016
63330,56830,31810,42050,77750,100420,,35,New Mexico,2,1.7,major,30.45,27.32,15.29,20.22,37.38,48.28,,43.887,0.85,1.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,35350,2016
92630,77290,42870,56760,108570,160940,,36,New York,2,1.5,major,44.53,37.16,20.61,27.29,52.2,77.37,,57.536,1.11,1.0,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,523440,2016
72410,64060,37420,48790,86180,116210,,37,North Carolina,2,1.2,major,34.81,30.8,17.99,23.45,41.43,55.87,,49.242,0.95,0.6,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,208340,2016
61460,56990,34990,44640,73420,92310,,38,North Dakota,2,2.8,major,29.55,27.4,16.82,21.46,35.3,44.38,,41.12300000000001,0.79,1.2,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,17490,2016
67400,61700,34690,46550,80970,103380,,39,Ohio,2,1.2,major,32.4,29.66,16.68,22.38,38.93,49.7,,48.93600000000001,0.94,0.5,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,261220,2016
62760,57470,31980,41940,77020,98380,,40,Oklahoma,2,1.6,major,30.17,27.63,15.37,20.16,37.03,47.3,,42.028,0.81,0.8,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,66690,2016
68530,62320,36090,47630,81500,104690,,41,Oregon,2,2.1,major,32.95,29.96,17.35,22.9,39.19,50.33,,46.788,0.9,1.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,83790,2016
72010,64510,38030,49650,85320,112270,,42,Pennsylvania,2,1.0,major,34.62,31.02,18.28,23.87,41.02,53.97,,47.96100000000001,0.92,0.5,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,275630,2016
75000,70400,42330,54050,90700,113650,,44,Rhode Island,2,3.2,major,36.06,33.85,20.35,25.99,43.6,54.64,,53.56800000000001,1.03,1.1,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,25460,2016
60870,54750,28560,39760,74490,98710,,45,South Carolina,2,1.2,major,29.26,26.32,13.73,19.11,35.81,47.46,,37.87,0.73,1.8,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,74980,2016
63450,58090,39000,46760,73380,92570,,46,South Dakota,2,1.5,major,30.51,27.93,18.75,22.48,35.28,44.5,,44.611,0.86,0.9,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,18630,2016
64020,57130,31910,41890,76820,101880,,47,Tennessee,2,1.8,major,30.78,27.47,15.34,20.14,36.93,48.98,,38.072,0.73,0.7,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,110140,2016
77250,69070,38530,51330,93350,124280,,48,Texas,2,0.8,major,37.14,33.21,18.53,24.68,44.88,59.75,,48.053,0.93,0.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,564390,2016
64740,58610,33140,43140,78920,101320,,49,Utah,2,1.5,major,31.13,28.18,15.94,20.74,37.94,48.71,,51.253,0.99,0.9,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,70470,2016
65630,59250,36010,45870,78490,99580,,50,Vermont,2,1.9,major,31.55,28.49,17.31,22.06,37.74,47.88,,49.50100000000001,0.95,1.2,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,15080,2016
82750,75430,42320,55530,100900,130450,,51,Virginia,2,1.0,major,39.78,36.26,20.35,26.7,48.51,62.72,,69.546,1.34,0.9,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,261530,2016
76850,70020,40730,52800,94320,123460,,53,Washington,2,1.2,major,36.95,33.66,19.58,25.38,45.35,59.36,,62.479,1.2,2.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,191630,2016
58690,53990,28080,38010,74190,94040,,54,West Virginia,2,2.1,major,28.22,25.96,13.5,18.28,35.67,45.21,,32.032,0.62,1.1,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,22340,2016
63500,58160,33970,44440,75530,97100,,55,Wisconsin,2,1.6,major,30.53,27.96,16.33,21.36,36.31,46.68,,47.75899999999999,0.92,0.6,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,133960,2016
68180,59250,36230,45970,77620,101330,,56,Wyoming,2,2.0,major,32.78,28.48,17.42,22.1,37.32,48.72,,30.714,0.59,1.7,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,8480,2016
79090,75630,40910,55660,99080,124530,,1,Alabama,2,2.2,major,38.02,36.36,19.67,26.76,47.63,59.87,,20.179,0.68,1.0,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,38600,2016
82860,77220,45440,58720,97220,123840,,2,Alaska,2,3.4,major,39.84,37.12,21.85,28.23,46.74,59.54,,15.622,0.53,2.3,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,5050,2016
80250,76480,39290,54030,101730,126260,,4,Arizona,2,2.7,major,38.58,36.77,18.89,25.97,48.91,60.7,,35.208,1.19,1.0,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,93410,2016
67230,64830,33890,46530,83250,103210,,5,Arkansas,2,8.3,major,32.32,31.17,16.3,22.37,40.02,49.62,,19.894,0.67,2.6,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,23700,2016
102970,99180,49650,70640,130390,161750,,6,California,2,1.2,major,49.5,47.68,23.87,33.96,62.69,77.77,,36.328,1.22,0.9,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,580040,2016
94320,91470,48670,67230,118000,144620,,8,Colorado,2,2.1,major,45.35,43.98,23.4,32.32,56.73,69.53,,41.54,1.4,1.0,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,104170,2016
89440,86680,50080,65170,109590,133570,,9,Connecticut,2,4.1,major,43.0,41.67,24.08,31.33,52.69,64.22,,29.537,1.0,0.9,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,49220,2016
92730,91670,52420,68040,115690,134180,,10,Delaware,2,5.8,major,44.58,44.07,25.2,32.71,55.62,64.51,,36.745,1.24,1.4,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,16200,2016
103580,104000,55420,76350,127840,153660,,11,District of Columbia,2,4.6,major,49.8,50.0,26.64,36.71,61.46,73.87,,58.932,1.99,2.5,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,41390,2016
74480,69840,36190,49230,95310,120830,,12,Florida,2,1.5,major,35.81,33.58,17.4,23.67,45.82,58.09,,23.556,0.79,0.6,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,193670,2016
85800,80990,41720,57480,107700,132260,,13,Georgia,2,1.8,major,41.25,38.94,20.06,27.63,51.78,63.59,,32.778,1.1,1.2,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,138140,2016
77990,74620,42980,56370,94510,112540,,15,Hawaii,2,3.1,major,37.5,35.87,20.66,27.1,45.44,54.1,,14.708,0.5,1.9,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,9300,2016
68330,63840,29420,42580,89080,116190,,16,Idaho,2,6.9,major,32.85,30.69,14.15,20.47,42.82,55.86,,21.181,0.71,2.5,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,14050,2016
85340,82320,44370,60560,107350,129340,,17,Illinois,2,2.6,major,41.03,39.58,21.33,29.12,51.61,62.18,,30.041,1.01,0.6,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,177360,2016
